14,Intel Extreme Masters - ESL One Katowice 2014,# DESCRIPTION PLACEHOLDER #,Starcraft 2,Spodek Arena,Katowice,Poland ,"Aleja Wojciecha Korfantego 35, Katowice, Poland","200,000",Admin,59,# TEAM PLACEHOLDER #,2014/03/12,2014/03/15,08:00,2015/01/02,http://intelextrememasters.com/,
15,Intel Extreme Masters - ESL One Katowice 2014,# DESCRIPTION PLACEHOLDER #,Counter Strike:Global Offensive,Spodek Arena,Katowice,Poland ,"Aleja Wojciecha Korfantego 35, Katowice, Poland","200,000",Admin,59,# TEAM PLACEHOLDER #,2014/03/12,2014/03/15,08:00,2015/01/02,http://intelextrememasters.com/,
16,Intel Extreme Masters - SanJose 2014,# DESCRIPTION PLACEHOLDER #,League of Legends,SAP Center,San Jose,United States,"525 West Santa Clara Street, San Jose, CA 95113, United States","75,000",Admin,59,# TEAM PLACEHOLDER #,2014/12/18,2014/12/21,18:00,2015/01/02,http://intelextrememasters.com/,
17,Intel Extreme Masters - SanJose 2014,# DESCRIPTION PLACEHOLDER #,Starcraft 2,SAP Center,San Jose,United States,"525 West Santa Clara Street, San Jose, CA 95113, United States","75,000",Admin,59,# TEAM PLACEHOLDER #,2014/12/18,2014/12/21,18:00,2015/01/02,http://intelextrememasters.com/,
18,Intel Extreme Masters - SanJose 2014,# DESCRIPTION PLACEHOLDER #,Counter Strike:Global Offensive,SAP Center,San Jose,United States,"525 West Santa Clara Street, San Jose, CA 95113, United States","75,000",Admin,59,# TEAM PLACEHOLDER #,2014/12/18,2014/12/21,18:00,2015/01/02,http://intelextrememasters.com/,
19,Intel Extreme Masters - Taipei 2015,# DESCRIPTION PLACEHOLDER #,League of Legends,Taipei World Trade Center,Taipei,Taiwan,"No. 6, Songshou Road, Xinyi District, Taipei City, Taiwan 110","50,000",Admin,59,# TEAM PLACEHOLDER #,2015/01/28,2015/02/01,02:00,2015/01/02,http://intelextrememasters.com/,
20,Intel Extreme Masters - Taipei 2015,# DESCRIPTION PLACEHOLDER #,Starcraft 2,Taipei World Trade Center,Taipei,Taiwan,"No. 6, Songshou Road, Xinyi District, Taipei City, Taiwan 111","50,000",Admin,59,# TEAM PLACEHOLDER #,2015/01/28,2015/02/01,02:00,2015/01/02,http://intelextrememasters.com/,
21,Intel Extreme Masters - World Championship 2015,# DESCRIPTION PLACEHOLDER #,League of Legends,Spodek Arena,Katowice,Poland ,"Aleja Wojciecha Korfantego 35, Katowice, Poland","200,000",Admin,59,# TEAM PLACEHOLDER #,2015/03/12,2015/03/15,08:00,2015/01/02,http://intelextrememasters.com/,
22,Intel Extreme Masters - World Championship 2015,# DESCRIPTION PLACEHOLDER #,Starcraft 2,Spodek Arena,Katowice,Poland ,"Aleja Wojciecha Korfantego 35, Katowice, Poland","200,000",Admin,59,# TEAM PLACEHOLDER #,2015/03/12,2015/03/15,08:00,2015/01/02,http://intelextrememasters.com/,
23,Intel Extreme Masters - World Championship 2015,# DESCRIPTION PLACEHOLDER #,Counter Strike:Global Offensive,Spodek Arena,Katowice,Poland ,"Aleja Wojciecha Korfantego 35, Katowice, Poland","200,000",Admin,59,# TEAM PLACEHOLDER #,2015/03/12,2015/03/15,08:00,2015/01/02,http://intelextrememasters.com/,
24,BlizzCon World Championships 2014,# DESCRIPTION PLACEHOLDER #,Starcraft 2,Anaheim Convention Center,Anaheim,United States,800 West Katella Avenue,"250,000",Admin,199,# TEAM PLACEHOLDER #,2014/11/07,2014/11/08,17:00,2015/01/02,http://eu.battle.net/blizzcon/en/,
25,BlizzCon World Championships 2014,# DESCRIPTION PLACEHOLDER #,Hearthstone,Anaheim Convention Center,Anaheim,United States,800 West Katella Avenue,"250,000",Admin,199,# TEAM PLACEHOLDER #,2014/11/07,2014/11/08,17:00,2015/01/02,http://eu.battle.net/blizzcon/en/,
26,BlizzCon World Championships 2015,# DESCRIPTION PLACEHOLDER #,Starcraft 2,Anaheim Convention Center,Anaheim,United States,800 West Katella Avenue,"250,000",Admin,199,# TEAM PLACEHOLDER #,TBD,TBD,TBD,2015/01/02,http://eu.battle.net/blizzcon/en/,
27,BlizzCon World Championships 2015,# DESCRIPTION PLACEHOLDER #,Hearthstone,Anaheim Convention Center,Anaheim,United States,800 West Katella Avenue,"250,000",Admin,199,# TEAM PLACEHOLDER #,TBD,TBD,TBD,2015/01/02,http://eu.battle.net/blizzcon/en/,
28,MLG Columbus Open 2014,# DESCRIPTION PLACEHOLDER #,Call of Duty: Advanced Warfare,MLG.tv Columbus Arena,Columbus,United States,"160 Easton Town Center, Columbus, OH 43219, United States","25,000",Admin,25,# TEAM PLACEHOLDER #,2014/11/28,2014/11/30,18:00,2015/01/02,http://www.majorleaguegaming.com/,
29,RedBull Battle Grounds Grand Finals 2014,# DESCRIPTION PLACEHOLDER #,Starcraft 2,Lincoln Theater,"Washington, D.C.",United States,"1215 U Street Northwest, Washington, DC 20009, United States","50,000",Admin,40,# TEAM PLACEHOLDER #,2014/09/20,2014/09/21,18:00,2015/01/02,http://www.redbull.com/en/esports,
30,RedBull Battle Grounds Grand Finals 2014,# DESCRIPTION PLACEHOLDER #,League of Legends,Lincoln Theater,"Washington, D.C.",United States,"1215 U Street Northwest, Washington, DC 20009, United States","50,000",Admin,40,# TEAM PLACEHOLDER #,2014/09/20,2014/09/21,18:00,2015/01/02,http://www.redbull.com/en/esports,
31,MLG Call of Duty Championship 2015,# DESCRIPTION PLACEHOLDER #,Call of Duty: Advanced Warfare,TBD,Los Angeles,United States,TBD,"1,000,000",Admin,50,# TEAM PLACEHOLDER #,2015/03/28,2015/03/30,18:00,2015/01/02,http://www.majorleaguegaming.com/,
32,Insomnia i54 2015,# DESCRIPTION PLACEHOLDER #,League of Legends,Ricoh Arena,Coventry,United Kingdom,"Ricoh Arena, Phoenix Way, Foleshill, Coventry, CV6 6GE","15,000",Admin,150,# TEAM PLACEHOLDER #,2015/04/03,2015/04/06,09:00,2015/01/02,http://insomniagamingfestival.com/i54/,
33,Insomnia i54 2015,# DESCRIPTION PLACEHOLDER #,DotA 2,Ricoh Arena,Coventry,United Kingdom,"Ricoh Arena, Phoenix Way, Foleshill, Coventry, CV6 6GE","10,000",Admin,150,# TEAM PLACEHOLDER #,2015/04/03,2015/04/06,09:00,2015/01/02,http://insomniagamingfestival.com/i54/,
34,Insomnia i54 2015,# DESCRIPTION PLACEHOLDER #,Counter Strike:Global Offensive,Ricoh Arena,Coventry,United Kingdom,"Ricoh Arena, Phoenix Way, Foleshill, Coventry, CV6 6GE","15,000",Admin,150,# TEAM PLACEHOLDER #,2015/04/03,2015/04/06,09:00,2015/01/02,http://insomniagamingfestival.com/i54/,
35,Insomnia i54 2015,# DESCRIPTION PLACEHOLDER #,Starcraft 2,Ricoh Arena,Coventry,United Kingdom,"Ricoh Arena, Phoenix Way, Foleshill, Coventry, CV6 6GE","15,000",Admin,150,# TEAM PLACEHOLDER #,2015/04/03,2015/04/06,09:00,2015/01/02,http://insomniagamingfestival.com/i54/,
36,Insomnia i54 2015,# DESCRIPTION PLACEHOLDER #,Hearthstone,Ricoh Arena,Coventry,United Kingdom,"Ricoh Arena, Phoenix Way, Foleshill, Coventry, CV6 6GE","2,500",Admin,150,# TEAM PLACEHOLDER #,2015/04/03,2015/04/06,09:00,2015/01/02,http://insomniagamingfestival.com/i54/,
37,Insomnia i54 2015,# DESCRIPTION PLACEHOLDER #,Call of Duty: Advanced Warfare,Ricoh Arena,Coventry,United Kingdom,"Ricoh Arena, Phoenix Way, Foleshill, Coventry, CV6 6GE","10,000",Admin,150,# TEAM PLACEHOLDER #,2015/04/03,2015/04/06,09:00,2015/01/02,http://insomniagamingfestival.com/i54/,
38,The International 2014 - DotA 2 Championships,# DESCRIPTION PLACEHOLDER #,DotA 2,KeyArena Center,Seattle,United States,"305 Harrison St Seattle, WA 98109-4623","10,923,995",Admin,100,# TEAM PLACEHOLDER #,2014/07/18,2014/07/21,18:00,2015/01/02,http://www.dota2.com/international/overview/,
39,The International 2014 - DotA 2 Championships,# DESCRIPTION PLACEHOLDER #,DotA 2,KeyArena Center,Seattle,United States,"305 Harrison St Seattle, WA 98109-4623",TBD,Admin,100,# TEAM PLACEHOLDER #,TBD,TBD,TBD,2015/01/02,http://www.dota2.com/international/overview/,
40,Riot - World Championship 2014,# DESCRIPTION PLACEHOLDER #,League of Legends,Sangam Seoul World Cup Stadium,Seoul,South Korea,"240 Woldeukeom-ro, Mapo-gu, Seoul, South Korea","2,130,000",Admin,50,# TEAM PLACEHOLDER #,2014/10/19,2014/10/19,04:00,2015/01/02,http://na.lolesports.com/,
41,Riot - World Championship 2015,# DESCRIPTION PLACEHOLDER #,League of Legends,Sangam Seoul World Cup Stadium,Seoul,South Korea,"240 Woldeukeom-ro, Mapo-gu, Seoul, South Korea",TBD,Admin,50,# TEAM PLACEHOLDER #,TBD,TBD,TBD,2015/01/03,http://na.lolesports.com/,

